tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2024-0301,Auckland,Hard,32,A,20240108,300,126214,,Q,Alejandro Tabilo,L,188,CHI,26.6,106121,,,Taro Daniel,R,191,JPN,30.9,6-2 7-5,3,F,96,10,2,73,45,32,16,10,3,3,2,2,57,31,24,9,10,2,5,82,707,74,739
2016-0301,Auckland,Hard,32,A,20160111,300,105138,8,,Roberto Bautista Agut,R,183,ESP,27.7,106058,,,Jack Sock,R,185,USA,23.2,6-1 1-0 RET,3,F,28,2,2,21,15,14,2,4,0,0,0,3,25,10,5,5,4,1,4,25,1480,26,1465
2003-301,Auckland,Hard,32,A,20030106,31,102856,4,,Gustavo Kuerten,R,190,BRA,26.3,103103,,,Dominik Hrbaty,R,183,SVK,25,6-3 7-5,3,F,81,5,4,64,30,28,17,10,2,2,3,4,68,43,32,8,11,4,7,37,935,51,726
2020-0301,Auckland,Hard,32,A,20200113,300,200005,,,Ugo Humbert,L,188,FRA,21.5,105332,5,,Benoit Paire,R,196,FRA,30.6,7-6(2) 3-6 7-6(5),3,F,154,4,5,107,60,42,24,16,7,11,16,3,121,66,50,27,17,9,12,57,900,24,1598
2009-301,Auckland,Hard,28,A,20090112,27,105223,1,,Juan Martin del Potro,R,198,ARG,20.3,105023,6,,Sam Querrey,R,198,USA,21.2,6-4 6-4,3,F,85,9,2,66,46,32,11,10,3,4,10,3,62,34,27,10,10,5,8,9,3890,36,1740
2010-301,Auckland,Hard,28,A,20100111,27,104545,,,John Isner,R,206,USA,24.7,103096,,,Arnaud Clement,R,173,FRA,32,6-3 5-7 7-6(2),3,F,139,22,2,100,73,59,13,17,4,6,8,0,93,56,40,24,16,4,6,33,1067,67,647
2000-301,Auckland,Hard,32,A,20000110,31,102796,2,,Magnus Norman,R,188,SWE,23.6,102021,,,Michael Chang,R,175,USA,27.8,3-6 6-3 7-5,3,F,140,6,8,87,50,41,12,15,3,7,3,4,102,54,38,18,15,5,10,14,1498,50,722
2007-301,Auckland,Hard,32,A,20070108,31,103970,3,,David Ferrer,R,175,ESP,24.7,103990,1,,Tommy Robredo,R,180,ESP,24.6,6-4 6-2,3,F,75,0,0,62,44,30,11,9,3,4,0,1,50,31,19,8,9,2,6,16,1475,7,2375
2019-0301,Auckland,Hard,32,A,20190107,300,105815,,,Tennys Sandgren,R,188,USA,27.4,111815,,WC,Cameron Norrie,L,188,GBR,23.3,6-4 6-2,3,F,78,7,2,62,37,28,13,9,4,5,7,2,59,39,23,11,9,8,12,63,814,93,616
2011-301,Auckland,Hard,28,A,20110110,27,103970,1,,David Ferrer,R,175,ESP,28.7,103900,6,,David Nalbandian,R,180,ARG,29,6-3 6-2,3,F,69,2,1,56,41,30,10,9,3,3,2,0,49,29,15,12,8,2,5,7,3735,27,1480
2023-0301,Auckland,Hard,32,A,20230109,300,104755,,,Richard Gasquet,R,183,FRA,36.5,111815,2,,Cameron Norrie,L,188,GBR,27.3,4-6 6-4 6-4,3,F,147,3,2,88,44,36,21,15,6,9,8,2,86,52,36,17,15,4,8,67,740,12,2575
2013-301,Auckland,Hard,28,A,20130107,27,103970,1,,David Ferrer,R,175,ESP,30.7,104259,2,,Philipp Kohlschreiber,R,178,GER,29.2,7-6(5) 6-1,3,F,79,0,1,62,41,28,12,9,2,4,5,1,61,44,29,6,10,3,8,5,6505,19,1770
2015-301,Auckland,Hard,28,A,20150112,27,106210,,Q,Jiri Vesely,L,198,CZE,21.5,105173,,,Adrian Mannarino,L,183,FRA,26.5,6-3 6-2,3,F,67,11,2,48,31,24,10,9,2,3,1,4,48,28,17,7,8,3,7,63,743,44,913
1998-301,Auckland,Hard,32,A,19980112,31,102701,1,,Marcelo Rios,L,175,CHI,22,101735,,,Richard Fromberg,R,196,AUS,27.7,4-6 6-4 7-6(3),3,F,126,2,4,89,55,41,20,16,0,2,10,0,109,59,43,27,16,3,5,10,2316,73,631
2014-301,Auckland,Hard,28,A,20140106,27,104545,3,,John Isner,R,206,USA,28.6,104229,,,Yen Hsun Lu,R,180,TPE,30.3,7-6(4) 7-6(7),3,F,101,23,4,80,59,51,11,12,1,1,5,1,93,62,45,19,12,10,10,14,2150,62,730
2005-301,Auckland,Hard,32,A,20050110,31,103602,5,,Fernando Gonzalez,R,183,CHI,24.4,103694,,,Olivier Rochus,R,168,BEL,23.9,6-4 6-2,3,F,70,6,0,48,34,27,10,9,2,2,0,1,64,43,28,7,9,9,12,23,1235,58,645
2003-580,Australian Open,Hard,128,G,20030113,127,101736,2,,Andre Agassi,R,180,USA,32.7,102783,31,,Rainer Schuettler,R,180,GER,26.7,6-2 6-2 6-1,5,F,76,7,1,58,39,29,14,11,0,1,4,4,65,33,19,9,12,5,13,2,3395,36,945
2018-580,Australian Open,Hard,128,G,20180115,701,103819,2,,Roger Federer,R,185,SUI,36.4,105227,6,,Marin Cilic,R,198,CRO,29.2,6-2 6-7(5) 6-3 3-6 6-1,5,F,183,24,4,139,84,67,32,23,7,9,16,5,141,88,61,27,22,7,13,2,9605,6,3805
2015-580,Australian Open,Hard,128,G,20150119,127,104925,1,,Novak Djokovic,R,188,SRB,27.6,104918,6,,Andy Murray,R,190,GBR,27.6,7-6(5) 6-7(4) 6-3 6-0,5,F,219,9,1,136,81,48,34,20,7,12,10,3,118,77,50,14,19,7,16,1,11405,6,4675
2017-580,Australian Open,Hard,128,G,20170116,226,103819,17,,Roger Federer,R,185,SUI,35.4,104745,9,,Rafael Nadal,L,185,ESP,30.6,6-4 3-6 6-1 3-6 6-3,5,F,217,20,3,138,85,65,26,22,13,17,4,3,151,110,69,23,22,14,20,17,1980,9,3195
2001-580,Australian Open,Hard,128,G,20010115,127,101736,6,,Andre Agassi,R,180,USA,30.7,103096,15,,Arnaud Clement,R,173,FRA,23,6-4 6-2 6-2,5,F,106,7,1,81,53,38,13,13,4,6,5,7,90,47,28,19,13,8,15,6,2765,18,1360
2007-580,Australian Open,Hard,128,G,20070115,127,103819,1,,Roger Federer,R,185,SUI,25.4,103602,10,,Fernando Gonzalez,R,183,CHI,26.4,7-6(2) 6-4 6-4,5,F,140,5,1,86,50,41,28,16,0,1,6,3,127,77,53,23,16,7,10,1,8120,9,2015
2010-580,Australian Open,Hard,128,G,20100118,127,103819,1,,Roger Federer,R,185,SUI,28.4,104918,5,,Andy Murray,R,190,GBR,22.6,6-3 6-4 7-6(11),5,F,161,11,2,112,75,54,22,16,6,8,10,4,104,58,40,24,15,8,12,1,10550,4,6780
2020-580,Australian Open,Hard,128,G,20200120,226,104925,2,,Novak Djokovic,R,188,SRB,32.6,106233,5,,Dominic Thiem,R,185,AUT,26.3,6-4 4-6 2-6 6-3 6-4,5,F,239,9,5,134,87,66,24,24,7,12,13,5,170,108,75,28,23,7,12,2,9720,5,5890
2008-580,Australian Open,Hard,128,G,20080114,127,104925,3,,Novak Djokovic,R,188,SRB,20.6,104542,,,Jo-Wilfried Tsonga,R,188,FRA,22.7,4-6 6-4 6-3 7-6(2),5,F,185,11,2,122,68,53,34,20,3,5,15,2,136,97,69,18,21,8,12,3,4315,38,789
2014-580,Australian Open,Hard,128,G,20140113,127,104527,8,,Stan Wawrinka,R,183,SUI,28.7,104745,1,,Rafael Nadal,L,185,ESP,27.6,6-3 6-2 3-6 6-3,5,F,141,19,2,96,53,46,22,18,4,6,1,3,108,84,50,10,17,10,15,8,3890,1,13130
2016-580,Australian Open,Hard,128,G,20160118,226,104925,1,,Novak Djokovic,R,188,SRB,28.6,104918,2,,Andy Murray,R,190,GBR,28.6,6-1 7-5 7-6(3),5,F,173,7,3,111,73,54,20,16,4,6,12,5,111,71,48,14,16,7,12,1,16790,2,8945
2022-580,Australian Open,Hard,128,G,20220117,226,104745,6,,Rafael Nadal,L,185,ESP,35.6,106421,2,,Daniil Medvedev,R,198,RUS,25.9,2-6 6-7(5) 6-4 6-4 7-5,5,F,324,3,5,189,117,78,34,26,16,22,23,5,182,126,89,23,26,15,22,5,4875,2,8935
2000-580,Australian Open,Hard,128,G,20000117,127,101736,1,,Andre Agassi,R,180,USA,29.7,102338,2,,Yevgeny Kafelnikov,R,190,RUS,25.9,3-6 6-3 6-2 6-4,5,F,139,9,5,116,77,52,23,18,4,7,14,9,122,65,42,30,18,11,17,1,4135,2,2915
2009-580,Australian Open,Hard,128,G,20090119,127,104745,1,,Rafael Nadal,L,185,ESP,22.6,103819,2,,Roger Federer,R,185,SUI,27.4,7-5 3-6 7-6(3) 3-6 6-2,5,F,259,4,4,175,112,74,30,24,13,19,11,6,172,89,65,38,26,9,16,1,13160,2,10700
2023-580,Australian Open,Hard,128,G,20230116,226,104925,4,,Novak Djokovic,R,188,SRB,35.6,126774,3,,Stefanos Tsitsipas,R,193,GRE,24.4,6-3 7-6(4) 7-6(5),5,F,176,7,3,100,66,54,21,17,2,3,15,3,106,69,50,19,16,3,5,5,5070,4,5715
2019-580,Australian Open,Hard,128,G,20190114,226,104925,1,,Novak Djokovic,R,188,SRB,31.6,104745,2,,Rafael Nadal,L,185,ESP,32.6,6-3 6-2 6-3,5,F,124,8,0,69,50,40,16,13,1,1,3,2,73,47,24,16,13,3,8,1,9135,2,7480
2024-580,Australian Open,Hard,128,G,20240115,226,206173,4,,Jannik Sinner,R,191,ITA,22.4,106421,3,,Daniil Medvedev,R,198,RUS,27.9,3-6 3-6 6-4 6-4 6-3,5,F,224,14,5,144,88,65,30,24,8,12,11,3,139,95,72,20,23,5,9,4,6490,3,7555
2006-580,Australian Open,Hard,128,G,20060116,127,103819,1,,Roger Federer,R,185,SUI,24.4,104571,,,Marcos Baghdatis,R,183,CYP,20.5,5-7 7-5 6-0 6-2,5,F,166,11,6,144,77,55,34,19,7,10,6,2,114,55,39,22,19,4,12,1,6725,54,684
2021-580,Australian Open,Hard,128,G,20210208,226,104925,1,,Novak Djokovic,R,188,SRB,33.7,106421,4,,Daniil Medvedev,R,198,RUS,24.9,7-5 6-2 6-2,5,F,113,3,2,78,52,38,15,14,2,4,6,4,77,49,34,9,14,4,11,1,12030,4,8715
1998-580,Australian Open,Hard,128,G,19980119,127,101434,6,,Petr Korda,L,190,CZE,29.9,102701,9,,Marcelo Rios,L,175,CHI,22,6-2 6-2 6-2,5,F,85,4,4,85,47,38,18,12,5,6,2,4,77,43,27,8,12,5,12,7,2495,8,2446
2004-580,Australian Open,Hard,128,G,20040119,127,103819,2,,Roger Federer,R,185,SUI,22.4,103498,,,Marat Safin,R,193,RUS,23.9,7-6(3) 6-4 6-2,5,F,135,8,2,90,48,36,25,15,1,3,3,5,116,57,36,28,15,13,18,2,4375,86,430
1999-580,Australian Open,Hard,128,G,19990118,127,102338,10,,Yevgeny Kafelnikov,R,190,RUS,24.9,102358,,,Thomas Enqvist,R,190,SWE,24.8,4-6 6-0 6-3 7-6(1),5,F,147,17,6,157,121,92,11,19,3,5,17,5,131,102,75,7,18,5,10,10,2515,21,1608
2013-580,Australian Open,Hard,128,G,20130114,127,104925,1,,Novak Djokovic,R,188,SRB,25.6,104918,3,,Andy Murray,R,190,GBR,25.6,6-7(2) 7-6(3) 6-3 6-2,5,F,220,8,3,134,84,63,33,21,4,4,7,4,131,81,64,24,20,8,11,1,12920,3,8000
2012-580,Australian Open,Hard,128,G,20120116,127,104925,1,,Novak Djokovic,R,188,SRB,24.6,104745,2,,Rafael Nadal,L,185,ESP,25.6,5-7 6-4 6-2 6-7(5) 7-5,5,F,353,9,2,166,98,67,43,27,2,6,10,4,203,135,88,32,27,13,20,1,13630,2,9595
2002-580,Australian Open,Hard,128,G,20020114,127,102563,16,,Thomas Johansson,R,180,SWE,26.8,103498,9,,Marat Safin,R,193,RUS,21.9,3-6 6-4 6-4 7-6(4),5,F,173,16,4,115,64,55,27,20,3,6,13,2,142,90,60,28,21,11,14,18,1375,11,1920
2005-580,Australian Open,Hard,128,G,20050117,127,103498,4,,Marat Safin,R,193,RUS,24.9,103720,3,,Lleyton Hewitt,R,180,AUS,23.8,1-6 6-3 6-4 6-4,5,F,165,18,1,110,66,48,25,18,5,8,7,3,125,61,43,33,18,7,11,4,3060,3,3590
2011-580,Australian Open,Hard,128,G,20110117,127,104925,3,,Novak Djokovic,R,188,SRB,23.6,104918,5,,Andy Murray,R,190,GBR,23.6,6-4 6-2 6-3,5,F,159,5,0,75,48,35,15,14,1,4,6,4,109,59,37,16,13,11,18,3,6240,5,5760
2010-1720,Bangkok,Hard,28,A,20100927,27,104198,,,Guillermo Garcia Lopez,R,188,ESP,27.3,103813,,,Jarkko Nieminen,L,185,FIN,29.1,6-4 3-6 6-4,3,F,116,5,3,89,53,42,17,14,10,12,7,0,99,75,52,12,15,7,10,53,900,60,820
2013-1720,Bangkok,Hard,28,A,20130923,27,105683,3,,Milos Raonic,R,196,CAN,22.7,104607,1,,Tomas Berdych,R,196,CZE,28,7-6(4) 6-3,3,F,77,18,1,65,43,41,12,11,1,1,4,0,54,40,33,9,10,0,1,11,2610,6,4460
2007-1720,Bangkok,Hard,32,A,20070924,31,104098,6,,Dmitry Tursunov,R,185,RUS,24.7,103794,,,Benjamin Becker,R,178,GER,26.2,6-2 6-1,3,F,58,5,2,46,26,21,14,8,3,3,7,0,40,22,13,7,7,8,12,29,950,79,508
2006-1720,Bangkok,Hard,32,A,20060925,31,103484,3,,James Blake,R,185,USA,26.7,103344,1,,Ivan Ljubicic,R,193,CRO,27.5,6-3 6-1,3,F,59,1,0,47,30,21,11,8,1,2,2,4,45,19,13,7,8,1,6,9,2085,3,3245
2012-1720,Bangkok,Hard,28,A,20120924,27,104755,2,,Richard Gasquet,R,185,FRA,26.2,104468,4,,Gilles Simon,R,183,FRA,27.7,6-2 6-1,3,F,68,2,0,40,25,20,10,8,0,1,3,0,48,28,13,7,7,3,8,14,2165,19,1800
2003-1720,Bangkok,Hard,32,A,20030922,31,103758,8,,Taylor Dent,R,188,USA,22.4,103507,1,,Juan Carlos Ferrero,R,183,ESP,23.6,6-3 7-6(5),3,F,99,8,6,82,40,30,25,11,7,8,2,1,73,43,34,13,10,3,5,54,663,1,4250
2009-1720,Bangkok,Hard,28,A,20090928,27,104468,2,,Gilles Simon,R,183,FRA,24.7,104678,4,,Viktor Troicki,R,193,SRB,23.6,7-5 6-3,3,F,76,7,0,59,38,29,14,11,1,2,3,1,64,46,31,6,10,4,7,10,3090,32,1215
2008-1720,Bangkok,Hard,28,A,20080922,27,104542,2,,Jo-Wilfried Tsonga,R,188,FRA,23.4,104925,1,,Novak Djokovic,R,188,SRB,21.3,7-6(4) 6-4,3,F,101,8,1,71,41,32,16,11,5,6,3,1,71,44,31,14,11,1,3,20,1250,3,4855
2011-1720,Bangkok,Hard,28,A,20110926,27,104918,1,,Andy Murray,R,190,GBR,24.3,105385,,,Donald Young,L,183,USA,22.1,6-2 6-0,3,F,48,5,0,37,28,23,6,7,0,0,0,1,34,25,8,4,7,0,5,4,7165,55,800
2004-1720,Bangkok,Hard,32,A,20040927,31,103819,1,,Roger Federer,R,185,SUI,23.1,104053,2,,Andy Roddick,R,188,USA,22,6-4 6-0,3,F,57,11,2,52,32,23,13,8,2,2,8,2,57,40,23,6,8,4,8,1,6760,2,3770
2005-1720,Bangkok,Hard,32,A,20050926,31,103819,1,,Roger Federer,R,185,SUI,24.1,104918,,WC,Andy Murray,R,190,GBR,18.3,6-3 7-5,3,F,86,2,2,67,36,26,21,11,2,3,6,3,75,34,24,20,10,6,9,1,6975,109,396
2023-2841,Banja Luka,Clay,32,A,20230417,300,105583,,,Dusan Lajovic,R,183,SRB,32.7,126094,2,,Andrey Rublev,R,188,RUS,25.4,6-3 4-6 6-4,3,F,152,1,0,94,63,47,11,15,5,8,5,4,105,58,40,22,14,6,10,70,744,6,4380
2011-425,Barcelona,Clay,56,A,20110418,55,104745,1,,Rafael Nadal,L,185,ESP,24.8,103970,4,,David Ferrer,R,175,ESP,29,6-2 6-4,3,F,109,0,1,61,41,23,10,9,5,8,2,1,69,48,24,6,9,10,16,1,12870,6,4840
2003-425,Barcelona,Clay,56,A,20030421,55,102845,2,,Carlos Moya,R,190,ESP,26.6,103498,4,,Marat Safin,R,193,RUS,23.2,5-7 6-2 6-2 3-0 RET,3,F,128,8,2,87,50,39,24,15,2,3,2,3,107,69,44,16,16,13,19,4,2845,8,1965
2000-425,Barcelona,Clay,56,A,20000424,55,103498,,,Marat Safin,R,193,RUS,20.2,103507,,,Juan Carlos Ferrero,R,183,ESP,20.1,6-3 6-3 6-4,5,F,104,18,1,80,44,38,20,14,0,0,2,1,94,69,39,15,14,7,11,35,921,25,1088
2019-0425,Barcelona,Clay,64,A,20190422,300,106233,3,,Dominic Thiem,R,185,AUT,25.6,106421,7,,Daniil Medvedev,R,198,RUS,23.1,6-4 6-0,3,F,73,2,1,50,34,25,9,8,2,3,0,3,49,25,9,11,8,3,8,5,4675,14,2505
2013-425,Barcelona,Clay,48,A,20130422,47,104745,2,,Rafael Nadal,L,185,ESP,26.8,104597,4,,Nicolas Almagro,R,183,ESP,27.6,6-4 6-3,3,F,92,1,0,62,44,31,9,10,3,5,2,2,56,34,21,10,9,5,9,5,5985,12,2450
1999-425,Barcelona,Clay,56,A,19990412,55,102456,10,,Felix Mantilla,R,180,ESP,24.5,102223,,,Karim Alami,R,185,MAR,25.8,7-6(2) 6-3 6-3,5,F,136,6,5,102,58,43,23,15,8,10,7,2,84,38,29,20,15,0,5,19,1591,83,590
1998-425,Barcelona,Clay,56,A,19980413,55,101774,,,Todd Martin,R,198,USA,27.7,102238,7,,Alberto Berasategui,R,173,ESP,24.7,6-2 1-6 6-3 6-2,5,F,120,10,6,104,61,48,15,16,9,13,2,4,103,73,43,13,16,8,15,65,703,16,1820
2021-0425,Barcelona,Clay,64,A,20210419,300,104745,1,,Rafael Nadal,L,185,ESP,34.8,126774,2,,Stefanos Tsitsipas,R,193,GRE,22.6,6-4 6-7(6) 7-5,3,F,218,2,5,122,78,54,24,17,11,13,5,3,120,74,55,20,17,8,12,3,9490,5,7860
2018-0425,Barcelona,Clay,64,A,20180423,300,104745,1,,Rafael Nadal,L,185,ESP,31.8,126774,,,Stefanos Tsitsipas,R,193,GRE,19.6,6-2 6-1,3,F,78,0,3,49,35,27,6,7,3,3,3,1,41,25,15,3,8,5,10,1,8770,63,822
2012-425,Barcelona,Clay,56,A,20120423,55,104745,1,,Rafael Nadal,L,185,ESP,25.8,103970,3,,David Ferrer,R,175,ESP,30,7-6(1) 7-5,3,F,160,4,3,91,58,36,18,12,12,15,0,2,93,70,38,11,12,6,10,2,9715,6,4160
2004-425,Barcelona,Clay,56,A,20040426,55,103990,8,,Tommy Robredo,R,180,ESP,21.9,103292,13,,Gaston Gaudio,R,175,ARG,25.3,6-3 4-6 6-2 3-6 6-3,5,F,226,9,4,139,84,59,33,23,10,13,1,5,160,107,69,26,22,8,13,26,1095,39,900
2005-425,Barcelona,Clay,56,A,20050418,55,104745,8,,Rafael Nadal,L,185,ESP,18.8,103507,,,Juan Carlos Ferrero,R,183,ESP,25.1,6-1 7-6(4) 6-3,5,F,176,6,1,113,86,60,15,15,8,9,1,6,99,66,44,13,13,7,11,11,1800,58,685
2015-425,Barcelona,Clay,48,A,20150420,47,105453,1,,Kei Nishikori,R,178,JPN,25.3,104665,,,Pablo Andujar,R,180,ESP,29.2,6-4 6-4,3,F,95,1,3,67,37,26,15,10,2,4,1,1,66,44,28,7,10,2,6,5,5280,66,745
2001-425,Barcelona,Clay,56,A,20010423,55,103507,3,,Juan Carlos Ferrero,R,183,ESP,21.1,102845,11,,Carlos Moya,R,190,ESP,24.6,4-6 7-5 6-3 3-6 7-5,5,F,249,7,7,192,138,84,29,26,18,24,12,6,171,91,62,41,26,10,17,10,2000,24,1120
2014-425,Barcelona,Clay,48,A,20140421,47,105453,4,,Kei Nishikori,R,178,JPN,24.3,105053,,,Santiago Giraldo,R,188,COL,26.3,6-2 6-2,3,F,73,2,1,53,28,21,13,8,1,2,2,5,53,25,17,7,8,2,7,17,1985,65,703
2008-425,Barcelona,Clay,56,A,20080428,55,104745,1,,Rafael Nadal,L,185,ESP,21.9,103970,2,,David Ferrer,R,175,ESP,26,6-1 4-6 6-1,3,F,134,3,3,74,51,32,16,12,5,7,2,1,87,61,34,10,12,4,10,2,5655,5,2610
2006-425,Barcelona,Clay,56,A,20060424,55,104745,1,,Rafael Nadal,L,185,ESP,19.8,103990,6,,Tommy Robredo,R,180,ESP,23.9,6-4 6-4 6-0,5,F,139,2,4,85,61,44,15,13,3,3,3,0,85,58,33,14,13,3,8,2,4335,15,1525
2010-425,Barcelona,Clay,56,A,20100419,55,104269,5,,Fernando Verdasco,L,188,ESP,26.4,104417,2,,Robin Soderling,R,193,SWE,25.6,6-3 4-6 6-3,3,F,124,3,2,81,61,40,15,14,3,5,4,2,86,56,37,14,14,7,11,9,3145,8,4595
2024-0425,Barcelona,Clay,64,A,20240415,300,134770,3,,Casper Ruud,R,183,NOR,25.3,126774,5,,Stefanos Tsitsipas,R,193,GRE,25.6,7-5 6-3,3,F,89,2,2,56,45,35,7,11,1,2,3,4,61,35,22,13,10,3,6,6,4025,7,3995
2022-0425,Barcelona,Clay,64,A,20220418,300,207989,5,,Carlos Alcaraz,R,185,ESP,18.9,105807,8,,Pablo Carreno Busta,R,188,ESP,30.7,6-3 6-2,3,F,65,2,1,38,26,23,9,8,0,0,0,1,55,41,23,7,9,6,10,11,3330,19,2015
2002-425,Barcelona,Clay,56,A,20020422,55,103292,,,Gaston Gaudio,R,175,ARG,23.3,102610,15,,Albert Costa,R,180,ESP,26.8,6-4 6-0 6-2,5,F,125,4,3,64,35,28,19,12,2,3,6,2,83,47,27,12,12,9,16,64,628,27,1180
2017-0425,Barcelona,Clay,64,A,20170424,300,104745,3,,Rafael Nadal,L,185,ESP,30.8,106233,4,,Dominic Thiem,R,185,AUT,23.6,6-4 6-1,3,F,90,1,0,53,35,25,13,9,1,1,4,0,61,37,22,10,8,5,8,5,4235,9,3385
2007-425,Barcelona,Clay,56,A,20070423,55,104745,1,,Rafael Nadal,L,185,ESP,20.8,103084,12,,Guillermo Canas,R,185,ARG,29.4,6-3 6-4,3,F,101,2,0,53,40,33,8,10,2,2,5,1,63,36,25,15,9,2,4,2,4875,28,1007
2009-425,Barcelona,Clay,56,A,20090420,55,104745,1,,Rafael Nadal,L,185,ESP,22.8,103970,4,,David Ferrer,R,175,ESP,27,6-2 7-5,3,F,106,1,1,65,38,24,15,10,4,7,1,4,60,33,16,12,10,7,13,1,15390,13,2865
2023-0425,Barcelona,Clay,64,A,20230417,300,207989,1,,Carlos Alcaraz,R,183,ESP,19.9,126774,2,,Stefanos Tsitsipas,R,193,GRE,24.6,6-3 6-4,3,F,78,3,1,48,37,30,8,10,1,2,1,1,53,30,21,11,9,3,6,2,6770,5,4950
2016-0425,Barcelona,Clay,64,A,20160418,300,104745,1,,Rafael Nadal,L,185,ESP,29.8,105453,2,,Kei Nishikori,R,178,JPN,26.3,6-4 7-5,3,F,124,1,1,84,62,37,11,11,10,13,0,0,73,52,29,10,11,7,12,5,5595,6,4490
2014-328,Basel,Hard,32,A,20141020,31,103819,1,,Roger Federer,R,185,SUI,33.1,105676,7,,David Goffin,R,180,BEL,23.8,6-2 6-2,3,F,52,5,1,37,22,18,14,8,0,0,6,4,47,23,18,6,8,2,6,2,9080,28,1278
2009-328,Basel,Hard,32,A,20091102,31,104925,2,,Novak Djokovic,R,188,SRB,22.4,103819,1,,Roger Federer,R,185,SUI,28.2,6-4 4-6 6-2,3,F,131,6,7,98,63,45,19,14,9,11,10,1,86,61,42,11,14,4,8,3,7890,1,10055
2001-328,Basel,Carpet,32,A,20011022,31,102450,2,,Tim Henman,R,185,GBR,27.1,103819,4,,Roger Federer,R,185,SUI,20.2,6-3 6-4 6-2,5,F,115,7,2,89,63,48,14,14,3,3,2,2,91,51,35,19,13,3,7,11,2075,13,1745
2011-328,Basel,Hard,32,A,20111031,31,103819,3,,Roger Federer,R,185,SUI,30.2,105453,,WC,Kei Nishikori,R,178,JPN,21.8,6-1 6-3,3,F,72,5,0,39,25,22,11,8,1,1,0,4,65,30,16,18,8,9,13,4,7530,32,1225
2008-328,Basel,Hard,32,A,20081020,31,103819,1,,Roger Federer,R,185,SUI,27.2,103900,2,,David Nalbandian,R,180,ARG,26.8,6-3 6-4,3,F,70,8,0,47,30,26,14,10,0,0,5,3,61,41,27,10,9,6,8,2,5805,8,1750
2003-328,Basel,Carpet,32,A,20031020,31,103909,3,,Guillermo Coria,R,175,ARG,21.7,103900,4,,David Nalbandian,R,180,ARG,21.7,W/O,3,F,,,,,,,,,,,,,,,,,,,,5,2965,9,2070
2019-0328,Basel,Hard,32,A,20191021,300,103819,1,,Roger Federer,R,185,SUI,38.2,200282,,WC,Alex De Minaur,R,183,AUS,20.6,6-2 6-2,3,F,68,4,0,50,32,25,11,8,0,0,0,1,46,30,16,8,8,6,10,3,6950,28,1440
2016-0328,Basel,Hard,32,A,20161024,300,105227,4,,Marin Cilic,R,198,CRO,28,105453,3,,Kei Nishikori,R,178,JPN,26.8,6-1 7-6(5),3,F,97,6,1,62,31,25,20,10,3,3,3,2,71,44,31,10,9,9,11,12,2690,5,4650
2017-0328,Basel,Hard,32,A,20171023,300,103819,1,,Roger Federer,R,185,SUI,36.2,105223,4,,Juan Martin del Potro,R,198,ARG,29,6-7(5) 6-4 6-3,3,F,151,7,5,101,53,39,27,16,4,7,6,2,108,72,50,12,15,10,15,2,8505,19,2225
2022-0328,Basel,Hard,32,A,20221024,300,200000,3,,Felix Auger Aliassime,R,193,CAN,22.2,208029,,,Holger Rune,R,185,DEN,19.4,6-3 7-5,3,F,99,11,3,63,46,36,11,11,3,3,4,0,68,50,32,10,10,3,5,9,3315,25,1703
2004-328,Basel,Carpet,32,A,20041025,31,102562,,,Jiri Novak,R,190,CZE,29.5,103900,4,,David Nalbandian,R,180,ARG,22.8,5-7 6-3 6-4 1-6 6-2,5,F,182,7,1,147,97,67,21,23,5,10,7,0,141,99,66,17,23,7,13,20,1225,10,1875
2000-328,Basel,Carpet,32,A,20001023,31,102358,2,,Thomas Enqvist,R,190,SWE,26.6,103819,,,Roger Federer,R,185,SUI,19.2,6-2 4-6 7-6(4) 1-6 6-1,5,F,176,10,3,151,79,54,43,22,10,14,15,5,137,77,58,31,22,5,10,6,2693,34,1018
2012-328,Basel,Hard,32,A,20121022,31,105223,2,,Juan Martin del Potro,R,198,ARG,24,103819,1,,Roger Federer,R,185,SUI,31.2,6-4 6-7(5) 7-6(3),3,F,164,10,4,111,62,54,30,17,5,5,18,1,111,75,57,23,17,1,2,8,3740,1,12165
1998-328,Basel,Hard,32,A,19981005,31,102450,6,,Tim Henman,R,185,GBR,24,101736,4,,Andre Agassi,R,180,USA,28.4,6-4 6-3 3-6 6-4,5,F,136,19,5,112,64,52,20,19,3,7,7,1,114,73,51,18,19,5,11,11,2285,8,2545
1999-328,Basel,Carpet,32,A,19991004,31,102344,,,Karol Kucera,R,188,SVK,25.5,102450,4,,Tim Henman,R,185,GBR,25,6-4 7-6(10) 4-6 4-6 7-6(2),5,F,236,19,7,188,102,82,40,27,9,14,17,10,173,96,75,41,27,5,9,20,1496,6,2300
